義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,鐵齒,倔強嘴硬不信邪。,,鐵齒銅牙槽,固執的、頑固的、不信邪的。
,鐵齒,倔強嘴硬不信邪。,,硬喙,嘴硬、嘴強。說話強硬，不肯認輸或認錯。
,鐵齒,倔強嘴硬不信邪。,,硬喙,說話堅持己見。
,鐵齒銅牙槽,固執的、頑固的、不信邪的。,,鐵齒,倔強嘴硬不信邪。
,鐵齒銅牙槽,固執的、頑固的、不信邪的。,,硬喙,說話堅持己見。
,辯護士,律師。受當事人委託或法院指定，協助當事人進行訴訟、辯護或處理有關法律事務的專業人員。源自日語「弁護士（べんごし）」。,,律師,受當事人委託或法院指定，依法協助當事人訴訟、出庭辯護，以及處理有關法律事務的專業人員。以前叫「狀師」(tsn̄g-su)。
,顧客,到商店購買東西的人。,,人客,客人、賓客、顧客。
,魔神仔,鬼魅、幽靈鬼怪。,,歹物,壞東西、凶物。不好或不祥、會帶來災禍的東西。
,魔神仔,鬼魅、幽靈鬼怪。,,歹物仔,指鬼怪或不祥的人物、東西。
,齧,啃、齧咬。,,嚙,啃、齧咬。
,攢,張羅、準備。,,備辦,準備、張羅。
,攢,張羅、準備。,,攢辦,準備、張羅。
,權,權力、權限。,,權力,具有控制、指揮、支配他人的職權或力量。
,權力,具有控制、指揮、支配他人的職權或力量。,,權,權力、權限。
,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。,,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
,籗,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。,,籗仔,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。
,籠,關鳥獸的器物。,,籠仔,籠子。盛東西的器具，多用竹片、荊條等編成。
,讀,照著文字唸。,,唸,朗誦、讀出或背出文字。
,籗仔,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。,,籗,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。
,籠仔,籠子。盛東西的器具，多用竹片、荊條等編成。,,籠,關鳥獸的器物。
,癮仙哥,指菸癮、酒癮或其他癮頭發作。,,鴉片仙,煙鬼、癮君子。稱呼抽鴉片成癮的人。
,籠床,蒸籠。用竹篦、木片製成的蒸煮食物的器具。,,炊斗,蒸籠。一種用來蒸熟米飯的桶形蒸具，一般用竹片、木片等製成。
,籠床,蒸籠。用竹篦、木片製成的蒸煮食物的器具。,,炊床,蒸籠。用來炊蒸食物的竹製或木製用具。
,聽候,等候，等到某個時候。,,等待,等候。
,聽候,等候，等到某個時候。,,等候,等待、守候。
,鰱,魚名。身體側扁而高，鱗細，色灰白者稱為「白鰱」。色較黑者稱為「黑鰱」，因頭較大，亦稱為「大頭鰱」。均以浮游生物為主食，棲息在淡水河川或湖泊中。是臺灣重要的淡水養殖魚類之一。,,鰱魚,白鰱、黑鰱。魚類，身體側扁，鱗細，背部青黑色，腹部白色，為臺灣重要的淡水養殖魚。魚頭適合用來做沙鍋魚頭。
,鰾,大多數魚類的特殊器官。位於胸部中間，內有空氣，可以自由漲縮以調節魚體的比重，使魚在水中能上升或下沉。,,魚鰾,一種能讓硬骨魚綱的魚類自由浮沉，並可輔助聽覺及發音的重要器官，位在脊柱下方，白色、薄皮，呈橢圓形。
,鰱魚,白鰱、黑鰱。魚類，身體側扁，鱗細，背部青黑色，腹部白色，為臺灣重要的淡水養殖魚。魚頭適合用來做沙鍋魚頭。,,鰱,魚名。身體側扁而高，鱗細，色灰白者稱為「白鰱」。色較黑者稱為「黑鰱」，因頭較大，亦稱為「大頭鰱」。均以浮游生物為主食，棲息在淡水河川或湖泊中。是臺灣重要的淡水養殖魚類之一。
,攪,混和、摻雜。,,搜,攪拌。
,癰,病名。一種範圍較大的惡性膿瘡，為皮膚及皮下組織發炎化膿引起，局部紅腫疼痛。,,癰仔,一種惡性膿瘡，多長於頸、背、臀部，表皮多破孔出膿。
,籤,細長的竹片。,,虎鬚,老虎的鬚毛。常用來比喻為抽籤用的籤條。
,癰仔,一種惡性膿瘡，多長於頸、背、臀部，表皮多破孔出膿。,,癰,病名。一種範圍較大的惡性膿瘡，為皮膚及皮下組織發炎化膿引起，局部紅腫疼痛。
,攪吵,打擾、攪亂、驚動。,,攪擾,打擾、擾亂、驚動。
,攪擾,打擾、擾亂、驚動。,,打擾,擾亂、驚動。
,攪擾,打擾、擾亂、驚動。,,攪吵,打擾、攪亂、驚動。
,攪擾,受人招待或叼擾別人時說的客套話。,,打擾,受人招待或叼擾別人時說的客套話。
,纓纏,糾纏不清。,,米糕𣻸,糾纏不清，如米糕一樣濕黏。
,纓纏,糾纏不清。,,交葛,糾纏牽連，牽扯不清。
,變,更改。,,反,改變、變化。
,變,搞、處理。,,舞,引申為忙著做某件事。
,驚,吃驚、害怕。,,膽,畏懼、害怕。
,驛,車站。源自日語「駅（えき）」。,,站,旅途中供人暫駐、休息或轉換交通工具的地方。
,驚人,骯髒不堪的婉轉說法。,,垃圾,骯髒。汙穢，不乾淨。
,驚人,骯髒不堪的婉轉說法。,,垃儳,骯髒。
,驚人,骯髒不堪的婉轉說法。,,腌臢,骯髒。
,驚人,骯髒不堪的婉轉說法。,,癩𰣻,骯髒。
,體力,人體活動時所能付出的力量。,,肌膚,引申為身體的氣色、體力。
,變心,改變原來對某人、某事所持有的心意。,,僥心,變心。改變原來對某人的感情與心意。
,鑢仔,刷子。用以擦淨東西的工具。,,棕鑢仔,棕刷。泛指各種棕製刷子，如洗衣刷、洗鍋刷等。
,顯目,顯眼、醒目。惹人注意，明顯且容易被看出。,,顯頭,顯眼、醒目。形象鮮明，引人注意。
,驚死人,嚇死人。驚異、駭人聽聞；不滿、不可理解。,,恐怖,可怕。形容因受到威脅或驚嚇而產生的恐懼。
,變步,變通的方法。,,變撚,方法。
,驚見笑,害羞。,,閉思,個性內向、害羞，靦腆的樣子。
,驚見笑,害羞。,,畏羞人,害羞、靦腆。
,變空,搞鬼、耍花招、做手腳。,,創空,暗算、陰謀、做手腳。
,變空,搞鬼、耍花招、做手腳。,,變鬼,搞鬼、做手腳、耍花招。
,變空,搞鬼、耍花招、做手腳。,,變鬼變怪,搞鬼、耍花招、故弄玄虛。
,變面,翻臉。因生氣、憤怒而突然改變臉上的表情，表示和對方決裂。,,呸面,賴皮。翻臉不認帳。
,變面,翻臉。因生氣、憤怒而突然改變臉上的表情，表示和對方決裂。,,起呸面,翻臉。
,體面,面子、光采。,,面子,體面。名譽、聲譽。
,體面,身分、體統。,,體統,規矩。
,體格,身材、體格。,,身材,體態、體型。
,變鬼,搞鬼、做手腳、耍花招。,,創空,暗算、陰謀、做手腳。
,變鬼,搞鬼、做手腳、耍花招。,,變空,搞鬼、耍花招、做手腳。
,變鬼,搞鬼、做手腳、耍花招。,,變鬼變怪,搞鬼、耍花招、故弄玄虛。
,變鬼變怪,搞鬼、耍花招、故弄玄虛。,,變空,搞鬼、耍花招、做手腳。
,變鬼變怪,搞鬼、耍花招、故弄玄虛。,,變鬼,搞鬼、做手腳、耍花招。
,體統,規矩。,,體面,身分、體統。
,躘被,踢被子。,,踢被,踢被子。
,變通,為了順應情勢的變遷，在不違反原則下所做的彈性處理。,,變撚,懂得變通，找到新方法解決問題。
,驚惶,驚慌、驚恐。害怕的樣子。,,畏,恐懼、害怕。
,驚惶,驚慌、驚恐。害怕的樣子。,,著驚,受驚嚇、吃驚。
,變款,反常、變樣。,,反形,異於平時的狀況、態度等。
,變款,反常、變樣。,,反形,性格、行為一反常態。
,變款,反常、變樣。,,變相,個性、嗜好等完全改變。
,變款,反常、變樣。,,變相,舉止違背常情。
,體諒,設身處地為別人著想，並且能諒解對方。,,諒解,因瞭解真相而原諒別人。
,體諒,設身處地為別人著想，並且能諒解對方。,,諒情,諒解、擔待。
,顯頭,顯眼、醒目。形象鮮明，引人注意。,,顯目,顯眼、醒目。惹人注意，明顯且容易被看出。
,變竅,通權達變、隨機應變。,,變撚,懂得變通，找到新方法解決問題。
,鱖,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。,,鱖魚,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。
,鱖魚,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。,,鱖,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。
,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,,瓶,盛裝液體的高長形容器。
,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,,壺,泛指瓶口小、瓶身大的容器，通常用來盛裝液體。
,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,,壺,指瓶口小、瓶身大的容器，通常用來盛裝液體。
,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,,罐仔,罐子。罐子類的通稱。
,罐仔,罐子。罐子類的通稱。,,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。
,箅仔骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。,,骿支骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。
,箅仔骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。,,骿條骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。
,靈厝,辦喪事時，燒給死者用的紙糊房子。,,紙厝,紙糊的模型屋，一種用來陪葬的假物，有家具、奴婢，汽車等，是在死後七七四十九天做尾日時焚燒給死者，供死者在另一個世界使用。
,靈聖,靈驗。,,有聖,指神明靈驗。
,靈聖,靈驗。,,聖,指神明很靈驗。
,靈聖,靈驗。,,靈驗,有奇效、能應驗。
,靈驗,有奇效、能應驗。,,聖,指神明很靈驗。
,靈驗,有奇效、能應驗。,,靈聖,靈驗。
,鷹,禽鳥類。全身呈褐色，尾形像魚尾，翼大擅於飛翔，嘴形鉤曲，眼睛非常銳利，趾有銳利的爪，嘴腳皆強勁有力。捕食魚類、青蛙、鳥類等。,,鴟鴞,老鷹。禽鳥類。全身呈褐色，尾形像魚尾，翼大擅於飛翔，嘴形鉤曲，眼睛非常銳利，趾有銳利的爪，嘴腳皆強勁有力。捕食魚類、青蛙、蛇類、鳥類等。
,鬢角,兩鬢下垂的部位。,,鬢跤,鬢腳、鬢角。耳朵前長毛髮的部位。
,鬢跤,鬢腳、鬢角。耳朵前長毛髮的部位。,,鬢角,兩鬢下垂的部位。
,齆鼻,鼻塞。,,實鼻,鼻塞。因感冒或過敏等原因使得鼻子阻塞，呼吸不順。
,鬢繐,鬢角下垂的一小撮頭髮。,,毛繐,鬢毛。兩鬢周圍的短毛。
,廳,祠堂、正堂。位於入門的正面，供奉神明的地方，是傳統建築中最重要的房間。,,廳頭,大廳的正面，放祖先、神主牌的地方。
,廳堂,大廳。房屋的正堂大廳。,,客廳,用來會客的場所或房舍的一部分。
,廳頭,大廳的正面，放祖先、神主牌的地方。,,大廳,放神明或祖先牌位的廳堂。
,廳頭,大廳的正面，放祖先、神主牌的地方。,,廳,祠堂、正堂。位於入門的正面，供奉神明的地方，是傳統建築中最重要的房間。
,鑱,銅鈸。多為銅製，一副兩片，互擊發出聲音，中央有凹陷，增加聲音的響度。,,鑱仔,小型的鐃鈸。
,饞,嘴饞的樣子。,,枵饞,貪吃、嘴饞。
,鑱仔,小型的鐃鈸。,,鑱,銅鈸。多為銅製，一副兩片，互擊發出聲音，中央有凹陷，增加聲音的響度。
,饞食,形容人貪吃。,,枵鬼,嘴饞。以餓鬼、貪吃鬼來形容人貪嘴好吃。
,饞食,形容人貪吃。,,枵饞,貪吃、嘴饞。
,饞食,形容人貪吃。,,貪食,貪吃。
,躡跤尾,踮起腳尖。,,跕跤,腳尖著地，輕輕地走。
,驢,哺乳動物。似馬而小，耳頰較馬長，短鬣，毛多為灰褐色，尾部像牛尾。性溫馴，能負物及供坐騎。,,驢仔,驢子。
,鬮,用紙條做成的籤，憑運氣抽取以決定做法。,,虎鬚,老虎的鬚毛。常用來比喻為抽籤用的籤條。
,驢仔,驢子。,,驢,哺乳動物。似馬而小，耳頰較馬長，短鬣，毛多為灰褐色，尾部像牛尾。性溫馴，能負物及供坐騎。
,鱸,魚名。頭大體長，口大鱗細，下顎稍突出，體側及背鰭有黑斑。性凶猛，以魚蝦為食。常棲於近海，夏季由海溯河，冬季由河入海。可供食用。,,鱸魚,動物名。是一種常見的海魚。清燉的鱸魚，有助於傷口的癒合，是手術後病人極佳的補品。
,鑽耳,在耳垂扎孔。,,貫耳,在耳朵上扎孔。
,鑽空,穿孔。用電鑽等尖銳工具鑽出一個洞。,,戮空,鑽孔、穿洞。
,鱸魚,動物名。是一種常見的海魚。清燉的鱸魚，有助於傷口的癒合，是手術後病人極佳的補品。,,鱸,魚名。頭大體長，口大鱗細，下顎稍突出，體側及背鰭有黑斑。性凶猛，以魚蝦為食。常棲於近海，夏季由海溯河，冬季由河入海。可供食用。
,戇,笨、傻。,,病,形容人又笨又傻，不聰明。
,戇人,呆子、傻子。痴愚不懂事理的人。,,侗戇,笨蛋。愚蠢、呆笨的人。
,戇人,呆子、傻子。痴愚不懂事理的人。,,戇猴,傻瓜、傻人。
,戇大呆,大傻瓜。,,侗戇,笨蛋。愚蠢、呆笨的人。
,鑿目,礙眼、不順眼。,,紅目,眼紅、嫉妒。因他人勝過自己而心生妒恨。
,戇呆,愚蠢、愚笨。,,歁歁,呆呆笨笨的。
,戇呆,愚蠢、愚笨。,,戇戇,呆傻、呆滯。發愣的樣子。
,戇直,憨厚正直。,,白直,形容人不識相又不知變通。
,戇神,眼神呆滯。,,失神,形容一個人精神恍惚，魂不守舍。
,戇神,眼神呆滯。,,踅神,神情恍惚的樣子。
,戇神,眼神呆滯。,,戇戇,呆傻、呆滯。發愣的樣子。
,戇猴,傻瓜、傻人。,,孝呆,愚蠢、痴呆。
,戇猴,傻瓜、傻人。,,戇人,呆子、傻子。痴愚不懂事理的人。
,戇話,傻話。無意義、無內容的話。,,歁話,傻話。
,戇戇,呆傻、呆滯。發愣的樣子。,,歁歁,呆呆笨笨的。
,戇戇,呆傻、呆滯。發愣的樣子。,,戇呆,愚蠢、愚笨。
,戇戇,呆傻、呆滯。發愣的樣子。,,戇神,眼神呆滯。
,鬱卒,心中愁悶不暢快。,,凝心,抑鬱、鬱結。因為心煩而不開朗。
,砛,階、磴。門前的臺階。,,砛仔,臺階，專指屋前的臺階。
,砛仔,臺階，專指屋前的臺階。,,砛,階、磴。門前的臺階。
,躼,形容人長得高。,,躼跤,長腿，形容人長得很高。
,躼跤,長腿，形容人長得很高。,,躼,形容人長得高。
,躼跤仔,高個子。對高個子的外號稱呼。,,躼跤蠓,高個子。稱身材高的人。
,㧣,推。,,捒,推。
,㧣,推。,,攄,做類似「推」的動作。
,㧣,硬塞、推塞。,,捒,推卸、推拖給別人。
